RESEARCHER,Title,School Year,Published/Presented,Abstract,Keywords,Link
"TANGUILIG, B.T. III, RABAGO, L.W.",Competency Model for Information Systems’ Specialization Track Utilizing RIASEC and Values Search Models,2014,1,"This  paper  introduces  the  competency  models  for  Operations  Manager,  User  Interface Designer, and Application Developers. It will serve as a guide for Information Systems students to identify  which among the three of the offered tracks would  be most suited for them to pursue according to their knowledge, skills, values and interests. The Holland’s RIASEC model and the Values Search model of Bronwyn and Holt were utilized to determine the most dominant interest and most dominant values of the industry computing experts. Survey assessment forms were sent to IT Operations Manager, User Interface Designer, and Application Developer. Most dominant values  and  interests  of  industry  computing  experts were  determined as  well  as  the knowledge and skills which are mostly required by the industry in their particular area. Based on the result of  the  survey, it  shows  that  application  developer  and user  interface  designer  have a  closely related  values.  Thus  a second  round of  a  survey  would  be needed  to  come  up  with the  most exclusive dominant values for the particular information systems specialization track","e-learning, career assessment, profile matching, competency model ",(PDF) Competency Model for Information Systems' Specialization Track Utilizing RIASEC and Values Search Models (researchgate.net)
RYANN A. ALIMUIN,Cacao Pod Variety Classification using ResNet Modelled Convolutional Neural Network,2021,3,"Not being able to self-pollinate, cacao trees use cross-pollination as its  primary solution. However, being sensitive to cross-pollination, it has no  means of identifying its variety while growing. It causes confusion on the  recognition of the diverse varieties of the pods. Traditional methods require  identification of the seed before being planted, or identification after the  cacao pods were harvested. Nonetheless, it projects negative effects in the  cacao industry as there is poor quality control, having all the types of the  pods labelled under the same category in pricing due to insufficient  information regarding its varieties. With this, the proponents aim to develop  a non-invasive cacao pod variety classifier using ResNet Model  Convolutional Neural Network. The model was trained to identify three  cacao varieties: Criollo, W-10 and BR-25. An image of the pod is to be taken  as input for the model. The results show that the model achieved a precision  of 90% and an accuracy of 95% over a total of 60 trials","Cacao pod, Confusion matrix, Image processing, Neural network, Residual network (ResNet), Variety Classification",Sebuah Kajian Pustaka: (jgenng.com)
SHEARYL U. ARENAS,Cacao Pod Variety Classification using ResNet Modelled Convolutional Neural Network,2021,3,"Not being able to self-pollinate, cacao trees use cross-pollination as its  primary solution. However, being sensitive to cross-pollination, it has no  means of identifying its variety while growing. It causes confusion on the  recognition of the diverse varieties of the pods. Traditional methods require  identification of the seed before being planted, or identification after the  cacao pods were harvested. Nonetheless, it projects negative effects in the  cacao industry as there is poor quality control, having all the types of the  pods labelled under the same category in pricing due to insufficient  information regarding its varieties. With this, the proponents aim to develop  a non-invasive cacao pod variety classifier using ResNet Model  Convolutional Neural Network. The model was trained to identify three  cacao varieties: Criollo, W-10 and BR-25. An image of the pod is to be taken  as input for the model. The results show that the model achieved a precision  of 90% and an accuracy of 95% over a total of 60 trials","Cacao pod, Confusion matrix, Image processing, Neural network, Residual network (ResNet), Variety Classification",Sebuah Kajian Pustaka: (jgenng.com)
ANA ROMINA A. MIGUEL,Simplified Natural Language Processing And Discrimination In Antonyms-Synonyms Word Structure In A Neural Network Approach To Exploit Lexico-Semantic Pattern,2020,3,"To get high efficiency or high yielding in  NLP system the vital challenge is to distinguish between  antonym and synonym. By using lexico-syntactic  patterns in pattern-based models, which are stringmatching patterns based on lexical and syntactic  structure, we exploiting to represent the distinguish  between antonyms and synonyms word pairs as vector  representation in Arabic word structure. It is very  difficult to make automatic distinguish between  antonymy-synonymy in NLP system because of they  have a tendency to occur in similar contexts. I intend a  2-step novel process that exploit lexico-semantic pattern  to distinguish antonymy-synonymy from syntactic parse  tress. The experiment result shows the improvement of  the performance over prior pattern-based method","Neural language processing, Semantic relation classification, Antonyms-synonyms Distinction",Simplified Natural Language Processing and Discrimination in Antonyms-Synonyms Word Structure in a Neural Network Approach to Exploit Lexico-Semantic Pattern (uijrt.com)
MARIA CECILIA A. VENAL,Lyco-Frequency: A Development of Lycopersicon Esculentum Fruit Classification for Tomato Catsup Production Using Frequency Sensing Effect,2020,3,"This study deals with the construction of a device that uses  Arduino to assist in the classification of tomatoes for catsup  production. The method intends to identify the tomato that is  ideally adapted for Ketchup production, for improved product  consistency. Using Arduino, the device can sense tomato  resistance and check whether the frequency resistance for  Catsup tomato is below the threshold. The device should be  able to determine from this method whether or not its better  suited for Catsup production","frequency sensing effect, fruit quality, tomato catsup, tomato classification.",ijatcse72942020.pdf (warse.org)
ROSMINA JOY M. CABAUATAN,Test item analyzer using point-biserial correlation and p-values,2020,3,"Student performance in most colleges and universities in the Philippines is measured in terms of major examination. A valid and reliable test  item is a must to ensure that the students are given a fair assessment. Testing the validity and reliability of an examination requires a thorough process.  In this paper, there are six processes involved in Item Analysis Table of Specification (TOS) Creation, Test Item Preparation using LANSchool Classroom  Management Software (LCMS). Test Administration and Scores Generation, Test Item Analysis using test item analyzer (TIA) prototype, Test Item  Modification, and New Examination Administration. TIA automatically generates the number of items to be included in the examination based on course  learning objectives and total time in minutes a lesson was taught in class. Teachers prepare test items of varying difficulties that cover both lower-order  thinking skills (LOTS) and higher-order thinking skills (HOTS). The simulation result shows 64 items or 32% were incorrectly answered while 136 or 68%  were correctly answered. There is an anomaly on Item 7 and 8 in terms of point-biserial Correlation (Rpbi) and p-values (P) hence should be removed  or revised. Those correctly answered items are moderately difficult and should be retained. TIA prototype embedded with LCMS addresses the gap in  related works in terms of test construction, paperless examination, test-item analysis and test bank of valid and reliable test items. TIA could aid in the  attainment of course learning objectives which could serve as an ancillary for the evaluation of both student and teacher performances.","classroom management software, examination validity, point-biserial correlation, p-values, table of specification, test item reliability",Test-Item-Analyzer-Using-Point-biserial-Correlation-And-P-values.pdf (ijstr.org)
"FELIZARDO C. REYES, JR.",Convolutional Neural Network for Automatic Speech Recognition of Filipino Language,2020,3,"Researches  focusing  on  deep  learning  for  speech recognition are integral for the successful implementation of  natural  language  processing  (NLP).  Successful implementations of  NLP would allow even non-technical and illiterate users to have access to technology by simply using their native tongue.  Currently, there are very limited studies on  the  use  of the  Convolutional Neural  Network (CNN)  for  Automatic  Speech  Recognition  of  Filipino Language.  This  paper  presents  a  CNN  model  using SqueezeNet  architecture  for  the  Filipino  language  with 99.58%  training  accuracy,  and  84.71%  testing accuracy. Experimental  method  was  employed  to  achieve  this accuracy  by  adjusting  the  learning  rate  of  the  model.  SqueezeNet  architecture  was  chosen  because  it  requires less resource but maintains the same level of accuracy as compared  to  other  neural  network  architectures.  Mel Frequency  Cepstral  Coefficient  was  also  utilized  to convert the audio inputs into Mel Spectrograms. The study also  presented  the  precision  rate  of  each  Filipino  class identified  in  the  data  set  and  how  CNN  was  used  to increase  prediction  accuracy.  This  CNN  model  in  this study can be used as basis for further improvement of the speech recognition rate of other Filipino words and  other new languages.","Automatic  Speech  Recognition, Convolutional  Neural  Network,  CNN  for  Filipino language,  Mel  Frequency  Cepstral  Coefficient,  Natural Language  Processing,  SqueezeNet  architecture,  Speech recognition for Filipino Language",(PDF) Convolutional Neural Network for Automatic Speech Recognition of Filipino Language (researchgate.net)
ROSMINA JOY M. CABAUATAN,Query Optimization: Fund Data Generation Applying NonClustered Indexing and MapReduced Data Cube Numerosity Reduction Method,2020,3,"Nowadays, data aggregation is becoming the concern of the  financial institution because this is very useful to answer the  series of data over the years and at present. Big data is described as a large set of data at a different level that becomes a concern to which it is difficult to manage. It is a problem for  most businesses to achieve better query performance while  generating and analyzing large data by way of, data  aggregation and such an exponential increase of data size  makes a query to take a large amount of time and space. The  data cube is a widely used tool to provide an efficient way to  compute the data into a small data set. In this paper, the query  optimization technique is to address the prolonged execution  of the query by applying one of the data reduction strategies  called numerosity reduction methods; slice and dice data cube  operation is to reduce and efficiently aggregate yet maintains  the accuracy of the data. The nonclustered index is to quickly  retrieve the data without scanning the whole fact table and  very useful for some repeated values. MapReduce based  approach is for handling large scale data, in which it is of  great help to enhance the data cube computation and achieve  optimal time over large data set. The technique improves the  response time by an average of 94%, and the availability of  the memory space becomes 91%. With this, a timely increase  in query performance could mean better use of data in  operation and timely decision making for management.","NonClustered Index and MR Data Cube Computation, Numerosity Reduction Method, Query Optimization, MapReduce based approach",ijatcse19911sl2020.pdf (warse.org)
JOHN JOEL MARTINEZ,Day-Ahead Solar Irradiation Forecasting Utilizing Gramian Angular Field and Convolutional Long Short-Term Memory,2020,3,"The operations of power systems are becoming more challenging on account of the high penetration of renewable power generation, including photovoltaic systems. One method for improving the power system operation involves making accurate forecasts of day-ahead solar irradiation, enabling operators to minimize uncertainty in managing the balance between generation and load. To overcome the limitations of Long Short-term Memory (LSTM) in a one-dimensional forecasting problem, this work proposes a novel method in forecasting solar irradiation by encoding time-series data into images using the Gramian Angular Field and the Convolutional LSTM (ConvLSTM) network. The pre-processed data become a five-dimensional input tensor that is perfectly suitable for ConvLSTM. The ConvLSTM network uses convolution operations in its input-to-state transition and state-to-state transition. The network thus enables time-series forecasting by a feature-rich approach, which ultimately provides competitive forecasting performance despite the use of a small dataset. The proposed method was evaluated in day-ahead solar irradiation forecasting using a univariate dataset of Global Horizontal Irradiation (GHI) data from Fuhai in Taiwan. The proposed method was resampled using 5×2-fold cross-validation, and assessed using the Wilcoxon signed-rank test to determine the statistical significance of the result. It outperformed benchmark methods such as Autoregressive Integrated Moving Average (ARIMA), Convolutional Neural Network cascaded with Long Short-term Memory (CNN-LSTM), and LSTM cascaded with a fully-connected (FC) network","forecasting, radiation effects, logic gates, training, power generation, graphics processing units, weather forecasting",Day-Ahead Solar Irradiation Forecasting Utilizing Gramian Angular Field and Convolutional Long Short-Term Memory | IEEE Journals & Magazine | IEEE Xplore
ALONICA R. VILLANUEVA,Deep Reinforcement Learning with Noise Injection for UAV Path Planning,2019,3,"Intelligent aerial vehicles became useful and serve as assistance to the civilian missions. These innovative techniques have evolved and consistently improve their capacity and performance. Thus, effective path planning is necessary to achieve these missions. This paper explores the Deep Reinforcement Learning with the use of Gaussian noise injection in path planning of unmanned aerial vehicle. A desirable result processed designing an effective UAV path planning by getting the lowest duration to reach the target destination point using Double Dueling Deep Q Network (D3QN), a combination of double Q - learning and dueling architectures were used in this paper. The D3QN was used to approximate the Q values of actions to select the best action while the Gaussian noise (GN) layer is also added after the convolutional neural network and dense layer of the dueling network. The Gaussian Noise layer applies additive zero-centered Gaussian noise using a standard deviation of 1.0. The D3QN with Gaussian noise is more stable in learning than the D3QN baseline and resulted in the shortest duration and avoiding the obstacles in the environment.","aerospace control, aerospace robotics, autonomous aerial vehicles, convolutional neural nets, gaussian processes, learning (aritificial intelligence), mobile robots, path planning, remotely operated vehicles",Deep Reinforcement Learning with Noise Injection for UAV Path Planning | IEEE Conference Publication | IEEE Xplore
RYANN A. ALIMUIN,Deep hypersphere embedding for real-time face recognition,2019,3,"With the advancement of human-computer interaction capabilities of robots,  computer vision surveillance systems involving security yields a large impact  in the research industry by helping in digitalization of certain security  processes. Recognizing a face in the computer vision involves identification  and classification of which faces belongs to the same person by means of  comparing face embedding vectors. In an organization that has a large and  diverse labelled dataset on a large number of epoch, oftentimes, creates  a training difficulties involving incompatibility in different versions of face  embedding that leads to poor face recognition accuracy. In this paper,  we will design and implement robotic vision security surveillance system  incorporating hybrid combination of MTCNN for face detection,  and FaceNet as the unified embedding for face recognition and clustering. ","Deep hypersphere embedding, Real-time face detection, Real-time face recognition, Robotic visions, Security surveillance system",TELKOMNIKA (core.ac.uk)
ALONICA R. VILLANUEVA,UAV Navigation System with Obstacle Detection Using Deep Reinforcement Learning with Noise Injection,2019,3,"This paper is an application of deep reinforcement learning and noise injection to the navigation of the Unmanned Aerial Vehicle. Recent studies take advantage of the enhancement of the exploratory of its navigation to the environment like civilian missions such as disaster monitoring and, search and rescue. Some research studies include noise injection in the deep learning algorithm to improve its performance. Therefore, this study applied the ad compared two ways to inject Gaussian noise namely Gaussian Noise Layer and Noisy Network in Double Dueling Deep Q Network. The tests conducted with the Gaussian Noise Layer with a standard deviation of 1.0 gives stable exploration performance in terms of q learning, loss and flight navigation. The noticeable results give the significance to further research in Gaussian Noise injection in optimizing the deep reinforcement algorithm of unmanned aerial vehicles where can be further applied to future technology of navigation.","autonomous aerial vehicles, gaussian noise, learning (artificial intelligence), mobile robots, optimisation, path planning",UAV Navigation System with Obstacle Detection using Deep Reinforcement Learning with Noise Injection | IEEE Conference Publication | IEEE Xplore
"MARIA CECILIA A, VENAL",Plant Stress Classification for Smart Agriculture utilizing Convolutional Neural Network-Support Vector Machine,2019,3,"Plant stresses considerably increasing due to changing environmental conditions. This study aims to classify plant stresses using a hybrid convolutional neural network and support vector machine. This study used soybean leaf images with identified plant stresses in model training, testing, and validation activities. The results show that the hybrid model achieves an overall accuracy of 98.02%. This study found that the model is suitable for plant stress classification. This work contributes by providing a hybrid model that can potentially perform in a smart agriculture environment. This study presents some studies to extend their contribution.","agriculture, convolutional neural nets, image classification, object detection, support vector machines",Plant Stress Classification for Smart Agriculture utilizing Convolutional Neural Network - Support Vector Machine | IEEE Conference Publication | IEEE Xplore
ALEXANDER HERNANDEZ,Plant Stress Classification for Smart Agriculture utilizing Convolutional Neural Network-Support Vector Machine,2019,3,"Plant stresses considerably increasing due to changing environmental conditions. This study aims to classify plant stresses using a hybrid convolutional neural network and support vector machine. This study used soybean leaf images with identified plant stresses in model training, testing, and validation activities. The results show that the hybrid model achieves an overall accuracy of 98.02%. This study found that the model is suitable for plant stress classification. This work contributes by providing a hybrid model that can potentially perform in a smart agriculture environment. This study presents some studies to extend their contribution.","agriculture, convolutional neural nets, image classification, object detection, support vector machines",Plant Stress Classification for Smart Agriculture utilizing Convolutional Neural Network - Support Vector Machine | IEEE Conference Publication | IEEE Xplore
ARNEL FAJARDO,Plant Stress Classification for Smart Agriculture utilizing Convolutional Neural Network-Support Vector Machine,2019,3,"Plant stresses considerably increasing due to changing environmental conditions. This study aims to classify plant stresses using a hybrid convolutional neural network and support vector machine. This study used soybean leaf images with identified plant stresses in model training, testing, and validation activities. The results show that the hybrid model achieves an overall accuracy of 98.02%. This study found that the model is suitable for plant stress classification. This work contributes by providing a hybrid model that can potentially perform in a smart agriculture environment. This study presents some studies to extend their contribution.","agriculture, convolutional neural nets, image classification, object detection, support vector machines",Plant Stress Classification for Smart Agriculture utilizing Convolutional Neural Network - Support Vector Machine | IEEE Conference Publication | IEEE Xplore
ROXANNE A. PAGADUAN,iBlurDetect: Image Blur Detection Techniques Assessment and Evaluation Study,2019,3,"The quality of images is essential in computer vision, image processing, and other related fields. Image  restoration is one of the categories in image processing, where the quality of an image plays a vital role in  the process. Blur detection is a pre-processing stage in image restoration. Using different blur detection  techniques, the quality of an image can identify if blurry or not. This study aims to provide a comparative  performance of the available state-of-the-art blur measure operators or blur detection techniques. Python 6.3  was used for testing and evaluating the blur detection techniques. Providing the confusion matrix, precision,  recall, f-measure, accuracy, and execution time were used to compare blur detection techniques. In testing,  the Gaussian kernel and threshold value were set to measure the performance of each technique. Provided  on the evaluation results, in terms of accuracy rate, HWT leads the best result. Based on the computed  scores, FFT got the highest precision score, while LAP got the highest recall score, and HWT got the  highest f-measure score. In terms of the execution time, MLAP performs the fastest processing time among  them all. Likewise, results of this study can use as resources before performing the image restoration. ","computer vision, image processing, blur detection, blur measure operators, blur identification.",103077.pdf (scitepress.org)
"FELIZARDO C. REYES, JR.",Building Corpora of Spoken Filipino Words Using Speech Segmentation with Automatic Labeling,2019,3,"There are hardly any open access speech corpora in Filipino that are structured and can be used to train speech recognition systems that utilize deep learning models. The existing data sets of audios in Filipino language are in forms that require pre-processing and cleansing. This paper proposed a method that would allow building up of Filipino words corpora which can be used as data set for deep learning speech recognition systems. The method utilized speech segmentation technique to extract words from a sound file composed of sentences, words, and syllables. Three trials with variances on the length of silence were conducted to increase accuracy of segmentation and create a more robust Filipino words corpus. Using several Python tools combined with Google Cloud Speech Recognition Application Program Interface, automatic speech segmentation with automatic labeling for Filipino language was achieved with 95% accuracy.","feature extraction, learning (artificial intelligence), natural language processing, neural nets, speech recognition",Building Corpora of Spoken Filipino Words Using Speech Segmentation with Automatic Labeling | IEEE Conference Publication | IEEE Xplore
JUNNEL E. AVESTRO,Hybrid Algorithm Combining Modified Diffie Hellman and RSA,2019,3,"The Classic Diffie-Hellman (CDH) algorithm encounters several security problems. The algorithm security depends on the complexity of solving the discrete logarithm and the integer factorization problem. The security also depends on the length of bits keys used. In this paper, we proposed a hybrid algorithm, the combination of Modified Diffie Hellman (MDH) with the Rivest, Shamir, and Adelman (RSA) algorithm. The MDH will not use primitive root (g). Instead, it will use two prime numbers (P and Q) for key exchange. It reduces the possibility of a man-in-the-middle attack. Furthermore, the MDH has an authentication mechanism. If both shared keys are equal, the communication will continue. Otherwise, it will stop because it is compromised. Also, the RSA algorithm will use the two prime numbers generated by MDH (P and Q). The RSA algorithm will perform the encryption and decryption message. The Diffie Hellman (DH) and the RSA Algorithms are the basis of several security standards and services on the internet, especially TLS and SSL. If the security of both algorithms is compromised, such systems will collapse. In this proposal, the combined cryptography system aims to achieve secret message exchange; it uses random prime numbers after multiplication and eventually shared with the other end of a communication. The proposed algorithm secretly generate a value so that the security level increases.","authentication, hybrid power systems, encryption, complexity theory, security, proposals, standards",Hybrid Algorithm Combining Modified Diffie Hellman and RSA | IEEE Conference Publication | IEEE Xplore
JUNNEL E. AVESTRO,Secure Key Exchange with Authentication using Enhanced Diffie-Hellman and RSA applying to SSL,2019,3,"Protecting data over the internet is a paramount  concern. Cryptography plays a significant role in cybersecurity.  The Diffie Hellman (DH) and the RSA Algorithms are the basis  of several security standards and services on the internet. If the  security of both algorithms is compromised, such systems will  collapse. In this proposal, the combined cryptography system  aims to achieve a secret message exchange. The Diffie-Hellman  (DH) algorithm is implemented in securing data on the internet.  The DH uses a symmetric key algorithm for shared secret keys  between parties over an unsecured channel. The DH  vulnerabilities, it does not have an authentication mechanism to  validate the key exchange values, including the primitive root,  which is essential to secure the communication.  In this paper, we proposed that Enhanced Diffie-Hellman  (EDH) will not generate primitive root (g). Instead, it uses two  prime numbers (P and Q) on both parties and performs precomputation before both parties exchange key values. Another  strength of the proposed algorithm, it provides authentication for  better security—also, the integration of EDH and RSA algorithm  to handle secure encryption and decryption of the data. The  proposed algorithm is secure. It encrypts and decrypts the  message with secretly generated sender key and receiver key,  which is known to the sender and receiver—implemented twolevel security","Diffie-Hellman, Public Key Cryptography,  RSA, Secure Key Exchange, Authentication", (internetworkingindonesia.org)
ROXANNE A. PAGADUAN,iDeBlurInfo: An Assessment and Evaluation Study of Image Deblurring Techniques,2019,3,"Quality of images used in a variety of systems contributes to the success of discovering beneficial details used in different fields of computing. The quality of the image plays a vital role in increasing the success rate of image recognition and related fields. Image quality can be degraded due to distortion, imperfection during image capture, inappropriate light balancing, and exposure to name a few. Various deblurring techniques were introduced to address blurred issues, transforming an image to lesser imperfections, successfully reading and/or identifying available details on it. This study aims to identify, define, and evaluate deblurring techniques in a way that demonstrates comprehension of the tradeoffs involved in the design. Significantly, the study compares various techniques that can be used to recover hidden details in the presence of image noise. The MA TLAB was used as a tool for testing and evaluating the deblurring techniques. PSNR, MSE, and computational time were used to compare each identified deblurring techniques. Based on the comparative performance results of each technique, in terms of accuracy measure, Lucy-Richardson got the highest PSNR ratio of 25.8312 that leads the best result while wiener filter got the lowest PSNR ratio of 21.3012. While, based on the MSE results, Wiener Filter got a higher rate of 0.0074; while blind deconvolution and Lucy-Richardson got the lowest value of 0.0026. And in terms of execution time, Wiener Filter performs the fastest computational time.","image quality, wiener filters, deconvolution, psnr, tools, image restoration, testing",iDeBlurInfo: An Assessment and Evaluation Study of Image Deblurring Techniques | IEEE Conference Publication | IEEE Xplore
JASMIN A. CALIWAG,A Variable Neighborhood Search Algorithm for Two-Dimensional Bin Packing Problem with Compatible Categories,2019,3,"Adding additional constraints in Bin Packing with Compatible Categories using Variable Neighborhood Search metaheuristic algorithm will solve more real-life size instances problem. This research study determined the best assignment of packing a distinct product in order to minimize the required number of bins. This method was performed by testing extensive computational experiments in different algorithms with a very large set of 2000 instances. The tested instances differ in terms of number of items, bin capacities, compatibility matrices and proportion of items that belong to the different categories, length, weight and width constraints. The researchers had chosen First Fit Category Decreasing for Bin Packing with Compatible Category, and Variable Neighborhood Search for Bin Packing with Compatible Category algorithms for comparative experiment of the result and an average of one (1) bin reduced was achieved. Therefore this indicates that a Variable Neighborhood Search algorithm for two-dimensional can effectively solve the problem of Bin Packing with Compatible Categories.","two dimensional displays, search problems, testing",A Variable Neighborhood Search Algorithm for Two-Dimensional Bin Packing Problem with Compatible Categories | IEEE Conference Publication | IEEE Xplore
JASMIN A. CALIWAG,Bin Packing Problem with Compatible Categories Utilizing an Enhanced Variable Neighborhood Search Algorithm,2019,3,"The reduction of packing cost, computational time and increase in the utilization of resources are desirable in the fields of logistics and production systems. The research study is focused on the enhancement of the variable neighborhood search (VNS) metaheuristic algorithm for Bin Packing Problem with Compatible Categories (BPCC). The Searching and Matching Theories as a basis in the modification of changing the random perturbation of the VNS for BPCC algorithm. Significantly, the enhancement improved the searching and matching time of items and categories and effectively packed non-conflicting items in the least number of bins in a reduced CPU time. An average of 86.181 % reduction in the computational complexity of the algorithm in term of CPU time and an average of 0.046% required number of bins was obtained based on the original VNS for BPCC. This result was achieved by replacing the initial random choice of category of items with the selection of a least compatible category of items ranging from 500 to 5000 instances in a bin to be removed, compared, and repacked in the VNS' matching procedure.","production systems, perturbation methods, search problems, distance measurement, computational complexity, logistics",Bin Packing Problem with Compatible Categories Utilizing an Enhanced Variable Neighborhood Search Algorithm | IEEE Conference Publication | IEEE Xplore
FREDILYN CALANDA,Simple and Secured Password Hiding Technique for Image-based Authentication using Least Significant Bit based Embedding Scheme,2019,3,"This study proposes a secured and straightforward password hiding technique to address authentication problems. The idea of Least Significant Bit based image steganography and data hiding technique is utilized to come up with an image-based authentication to make it easier for the users to maintain their password. The proposed technique also resolve the burden of memorizing every password for all accounts and avoid “Shoulder surfing” by hiding the password in the cover image. Although there is a rising number of innovative ways to authenticate users and text-based passwords are still popular and generally used method, the proposed technique aims to improve existing authentication and address the drawbacks of text-based authentication. The use of randomized embedding, image partitioning, and columnar transposition help increase the complexity of the extraction of the password embedded in the cover image. At the same time, the use of the one-time pad Encryption added a layer of security in keeping the password. In this way, the password is kept secure and confidential. A series of testing was conducted to verify the outcome of the proposed technique. The Peak-to-Signal-Noise-ratio (PSNR) and Similarity Index (SSIM) average result is 72.5688 and 0.9999, respectively. The result proves that the generated image password has high imperceptibility. While the probability of detection of image password using statistical attacks is low since the majority of the stego images attained an acceptable degree with RS Analysis average result of 0.0627, Chi-Square Analysis average result of 0.174203882 and Sample Pair Analysis average result of 0.06229.","image resolution, authentication, probability, encryption, complexity theory, password, testing",Simple and Secured Password Hiding Technique for Image-based Authentication using a Least Significant Bit based Embedding Scheme | IEEE Conference Publication | IEEE Xplore
RUJI MEDINA,Simple and Secured Password Hiding Technique for Image-based Authentication using Least Significant Bit based Embedding Scheme,2019,3,"This study proposes a secured and straightforward password hiding technique to address authentication problems. The idea of Least Significant Bit based image steganography and data hiding technique is utilized to come up with an image-based authentication to make it easier for the users to maintain their password. The proposed technique also resolve the burden of memorizing every password for all accounts and avoid “Shoulder surfing” by hiding the password in the cover image. Although there is a rising number of innovative ways to authenticate users and text-based passwords are still popular and generally used method, the proposed technique aims to improve existing authentication and address the drawbacks of text-based authentication. The use of randomized embedding, image partitioning, and columnar transposition help increase the complexity of the extraction of the password embedded in the cover image. At the same time, the use of the one-time pad Encryption added a layer of security in keeping the password. In this way, the password is kept secure and confidential. A series of testing was conducted to verify the outcome of the proposed technique. The Peak-to-Signal-Noise-ratio (PSNR) and Similarity Index (SSIM) average result is 72.5688 and 0.9999, respectively. The result proves that the generated image password has high imperceptibility. While the probability of detection of image password using statistical attacks is low since the majority of the stego images attained an acceptable degree with RS Analysis average result of 0.0627, Chi-Square Analysis average result of 0.174203882 and Sample Pair Analysis average result of 0.06229.","image resolution, authentication, probability, encryption, complexity theory, password, testing",Simple and Secured Password Hiding Technique for Image-based Authentication using a Least Significant Bit based Embedding Scheme | IEEE Conference Publication | IEEE Xplore
FREDILYN CALANDA,A modified least significant bit randomized embedding method based on image partitioning and columnar transposition with encryption,2019,3,"While traditional embedding methods which are usually based on LSBs provide security to hidden messages in image-based Steganography, steganalyses have shown these methods to be vulnerable to detection and extraction, thus compromising the security of embedded messages. In this study, a new embedding method based on LSB is introduced to address this vulnerability. By using a one-time pad encryption method, the security of secret messages before embedding is ensured. A partitioning method based on columnar transposition and RGB color plane scattering technique is employed to improve scattering and ensure randomization during embedding. The experimental result shows an excellent outcome of the Peak-signal-to-noise Ratio (PSNR), Mean square Error (MSE), and Structural Similarity (SSIM) index. The PSNR value of the 5 test images results ranges from 53.2122 to 60.8716 all are higher than the acceptable value of PSNR, which is 30db.The average MSE result is0.2766 for all color planes, which also provide an outstanding result since the lower the MSE means the accumulative squared error between the stego image and the original one is lower. The average SSIM obtained in the testing is 0.9792for the 5 test images, which is very close to 1. The result supports the claim that the resulting stego images have low distortion which means that the cover image is almost the same with the stego image and that the modified LSB embedding algorithm provides excellent image quality with high imperceptibility and provides added security layers. ","image steganography, rgb image, stego image, secret key, steganography with encryption, imperceptibility",(PDF) A Modified Least Significant Bit Randomized Embedding Method based on Image Partitioning and Columnar Transposition with Encryption (researchgate.net)
GERALD T. CAYABYAB,A Secure Key Scheduling Operation for International Data Encryption Algorithm using Serpent Key Schedule Operation,2019,3,"The International Data Encryption Algorithm (IDEA) is one of anencryption algorithm that uses a cyclic process in producing subkeys from secret key using its key schedule but generates largeweak keys. GISKOP is a modified IDEA that uses the concept ofserpent key scheduling operation to address the weak keys foundon the original IDEA. Randomness test was used to identify thedependence and correlations between generated sub-keys of a keyscheduling operation. Statistical evaluation was done to analyzeand compare key distribution and exchange operations of themodified key scheduling operation. The GISKOP key schedulingoperation obtained an increase of 8% randomness using frequencytest in the sub-key independence level. Also, it was able tomaintain its 100% randomness under the sub-key levelindependence. Thus, proving that each generated sub keys are notcorrelated with each other. With this, many attacks on systemsthat implement IDEA can be mitigated. Furthermore, the findingswill take advantage of independency or nonlinear relationshipbetween sub-keys and prevent breaking the whole cipher.","weak keys, key scheduling operation, randomness test, sub-key independence, non-correlated",(PDF) A Secure Key Scheduling Operation for International Data Encryption Algorithm using Serpent Key Schedule Operation (researchgate.net)
GERALD T. CAYABYAB,GISKOP: A Modified Key Scheduling Operation of International Data Encryption Algorithm using Serpent Key Scheduling,2019,3,"Cryptography is a method of storing and transmitting data in a particular form. Only those for whom it is intended can read, use it, and return it back to the original data by using various techniques. The International Data Encryption Algorithm ""IDEA"" is a block cipher that works with 64-bit plaintext block and ciphertext blocks and it has a 128-bit input key. This paper describe the designing and implementation of a modified key schedule operation of IDEA called GISKOP. It uses the same number of rounds and output transformation that operates using 128 bit user input plaintext and a modified way of key scheduling operation of 256 bit keys. The modified algorithm uses Serpent key scheduling operation to derive the different sub keys to be used in each rounds. The algorithm was implemented to provide better security on user's password within the Document Management System to protect user's data within the cloud database. It has gone through initial testing and evaluations with very encouraging results.","weak keys, cloud database, key scheduling operation",https://dl.acm.org/doi/abs/10.1145/3366650.3366658
